algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	nibble	fstprjn	srarate	dwtrate	cn_in
0	67.47	67.47	5	0	5	25	25	5	5000	25000	0.371	0	0	5	50	send
0	69.85	69.85	5	1	5	25	25	5	5000	25000	0.358	0	0	5	50	send
0	65.56	65.56	5	2	5	25	25	5	5000	25000	0.381	0	0	5	50	send
0	59.38	59.38	5	4	5	25	25	5	5000	25000	0.421	0	0	5	50	send
0	126.4	126.4	5	0	5	100	100	80	1000	80000	0.633	0	0	5	50	send
0	144.9	144.9	5	1	5	100	100	80	1000	80000	0.552	0	0	5	50	send
0	173.3	173.3	5	2	5	100	100	80	1000	80000	0.462	0	0	5	50	send
0	297.3	297.3	5	4	5	100	100	80	1000	80000	0.269	0	0	5	50	send
0	63.55	63.55	5	0	5	625	625	3125	100	312500	4.92	0	0	5	50	send
0	77.42	77.42	5	1	5	625	625	3125	100	312500	4.04	0	0	5	50	send
0	107	107	5	2	5	625	625	3125	100	312500	2.92	0	0	5	50	send
0	135.1	135.1	5	4	5	625	625	3125	100	312500	2.31	0	0	5	50	send
0	60.67	60.67	5	0	5	1000	1000	8000	50	400000	6.59	0	0	5	50	send
0	74.38	74.38	5	1	5	1000	1000	8000	50	400000	5.38	0	0	5	50	send
0	104.3	104.3	5	2	5	1000	1000	8000	50	400000	3.84	0	0	5	50	send
0	148.9	148.9	5	4	5	1000	1000	8000	50	400000	2.69	0	0	5	50	send
2	94.13	4.747	5	0	5	25	25	5	5000	1260.6	0.266	0	0	5	50	send
2	89.95	4.535	5	1	5	25	25	5	5000	1260.6	0.278	0	0	5	50	send
2	88.14	4.444	5	2	5	25	25	5	5000	1260.6	0.284	0	0	5	50	send
2	73.25	3.694	5	4	5	25	25	5	5000	1260.6	0.341	0	0	5	50	send
2	359.9	18.27	5	0	5	100	100	80	1000	4061.2	0.222	0	0	5	50	send
2	254.4	12.92	5	1	5	100	100	80	1000	4061.2	0.314	0	0	5	50	send
2	316.4	16.06	5	2	5	100	100	80	1000	4061.2	0.253	0	0	5	50	send
2	379.4	19.26	5	4	5	100	100	80	1000	4061.2	0.211	0	0	5	50	send
2	382.6	23.2	5	0	5	625	625	3125	100	18947.5	0.817	0	0	5	50	send
2	380.8	23.09	5	1	5	625	625	3125	100	18947.5	0.821	0	0	5	50	send
2	316	19.16	5	2	5	625	625	3125	100	18947.5	0.989	0	0	5	50	send
2	382.3	23.18	5	4	5	625	625	3125	100	18947.5	0.817	0	0	5	50	send
2	379.2	26.34	5	0	5	1000	1000	8000	50	27788	1.05	0	0	5	50	send
2	377.2	26.21	5	1	5	1000	1000	8000	50	27788	1.06	0	0	5	50	send
2	299.3	20.79	5	2	5	1000	1000	8000	50	27788	1.34	0	0	5	50	send
2	347.1	24.11	5	4	5	1000	1000	8000	50	27788	1.15	0	0	5	50	send
