algo	eMcon	Mcon	snd_act	procs	layers	units	cons	Kwts	cycles	Kcn_tot	secs	QtConc	srarate	dwtrate	cn_in	dnorm
0	154.4	154.4	5	0	5	25	25	5	4970	24850	0.161	0	5	71	send	1
0	130.9	130.9	5	1	5	25	25	5	4970	24850	0.19	0	5	71	send	1
0	72.62	72.62	5	2	5	25	25	5	4970	24850	0.342	0	5	71	send	1
0	85.86	85.86	5	0	5	100	100	80	1065	85200	0.992	0	5	71	send	1
0	89.1	89.1	5	1	5	100	100	80	1065	85200	0.956	0	5	71	send	1
0	119.6	119.6	5	2	5	100	100	80	1065	85200	0.712	0	5	71	send	1
0	58.56	58.56	5	0	5	625	625	3125	142	443750	7.58	0	5	71	send	1
0	60.6	60.6	5	1	5	625	625	3125	142	443750	7.32	0	5	71	send	1
0	88.97	88.97	5	2	5	625	625	3125	142	443750	4.99	0	5	71	send	1
0	23.59	23.59	5	0	5	1000	1000	8000	71	568000	24.1	0	5	71	send	1
0	23.9	23.9	5	1	5	1000	1000	8000	71	568000	23.8	0	5	71	send	1
0	35.47	35.47	5	2	5	1000	1000	8000	71	568000	16	0	5	71	send	1
2	523.5	26.28	5	0	5	25	25	5	4970	1247.35	0.0475	0	5	71	send	1
2	376.2	18.88	5	1	5	25	25	5	4970	1247.35	0.0661	0	5	71	send	1
2	59.28	2.976	5	2	5	25	25	5	4970	1247.35	0.419	0	5	71	send	1
2	575.1	29.28	5	0	5	100	100	80	1065	4337.8	0.148	0	5	71	send	1
2	581.8	29.62	5	1	5	100	100	80	1065	4337.8	0.146	0	5	71	send	1
2	368.2	18.75	5	2	5	100	100	80	1065	4337.8	0.231	0	5	71	send	1
2	372.1	21.03	5	0	5	625	625	3125	142	25085	1.19	0	5	71	send	1
2	388.8	21.98	5	1	5	625	625	3125	142	25085	1.14	0	5	71	send	1
2	362.6	20.5	5	2	5	625	625	3125	142	25085	1.22	0	5	71	send	1
2	201.6	12.79	5	0	5	1000	1000	8000	71	36038	2.82	0	5	71	send	1
2	203.4	12.9	5	1	5	1000	1000	8000	71	36038	2.79	0	5	71	send	1
2	246.7	15.65	5	2	5	1000	1000	8000	71	36038	2.3	0	5	71	send	1
3	523.2	26.26	5	0	5	25	25	5	4970	1247.35	0.0475	0	5	71	send	1
3	382.8	19.21	5	1	5	25	25	5	4970	1247.35	0.0649	0	5	71	send	1
3	76.79	3.855	5	2	5	25	25	5	4970	1247.35	0.324	0	5	71	send	1
3	580.5	29.55	5	0	5	100	100	80	1065	4337.8	0.147	0	5	71	send	1
3	565.3	28.78	5	1	5	100	100	80	1065	4337.8	0.151	0	5	71	send	1
3	457.7	23.3	5	2	5	100	100	80	1065	4337.8	0.186	0	5	71	send	1
